cycle,log_sum,profit_multiplier,timestamp,date
SGD → AUD → SGD,-0.0007906979886243004,1.0007910106726863,2025-01-01 21:02:00,2025-01-01
USD → JPY → USD,-0.0004070547735652852,1.000407137631602,2025-01-01 21:03:00,2025-01-01
USD → GBP → AUD → SGD → USD,-0.0002093067898263079,1.0002093286960207,2025-01-01 21:04:00,2025-01-01
SGD → AUD → SGD,-0.0006972604678897598,1.0006975036104777,2025-01-01 21:05:00,2025-01-01
AUD → SGD → AUD,-0.0006374536439135992,1.0006376568606659,2025-01-01 21:06:00,2025-01-01
SGD → AUD → SGD,-0.0005562730860263487,1.0005564278345922,2025-01-01 21:08:00,2025-01-01
AUD → SGD → AUD,-0.00044586998491402685,1.0004459693997105,2025-01-01 21:09:00,2025-01-01
GBP → CHF → JPY → AUD → GBP,-7.333459713038115e-05,1.0000733372861776,2025-01-01 21:12:00,2025-01-01
JPY → EUR → JPY,-0.0003804428538440874,1.000380515231405,2025-01-01 21:13:00,2025-01-01
GBP → JPY → USD → GBP,-4.536331831225815e-05,1.0000453643472431,2025-01-01 21:15:00,2025-01-01
JPY → EUR → JPY,-0.000558284130409703,1.00055844,2025-01-01 21:19:00,2025-01-01
JPY → USD → GBP → JPY,-0.0014076045206276033,1.0014085956608607,2025-01-01 21:20:00,2025-01-01
USD → GBP → JPY → USD,-0.0010020072731283802,1.0010025094501305,2025-01-01 21:21:00,2025-01-01
JPY → AUD → EUR → GBP → JPY,-0.0012773153202333132,1.0012781314348886,2025-01-01 21:22:00,2025-01-01
EUR → JPY → CAD → EUR,-0.00041092079468174614,1.000411005234197,2025-01-01 21:23:00,2025-01-01
EUR → JPY → EUR,-0.0007826336623635299,1.0007829399999997,2025-01-01 21:24:00,2025-01-01
GBP → JPY → EUR → GBP,-0.0005449876312592083,1.0005451361639999,2025-01-01 21:25:00,2025-01-01
JPY → CAD → USD → GBP → JPY,-0.0003477814120561029,1.000347841895023,2025-01-01 21:26:00,2025-01-01
USD → GBP → JPY → USD,-0.00024182024304636451,1.0002418494839183,2025-01-01 21:29:00,2025-01-01
EUR → GBP → USD → EUR,-8.3216653749274e-06,1.0000083217,2025-01-01 21:30:00,2025-01-01
CHF → JPY → USD → CHF,-0.0004988720582642242,1.0004989965156248,2025-01-01 21:32:00,2025-01-01
USD → CHF → USD,-0.0001909562075969179,1.000190974440894,2025-01-01 21:33:00,2025-01-01
EUR → GBP → USD → CAD → EUR,-0.00019112308890956164,1.0001911413540907,2025-01-01 21:34:00,2025-01-01
CHF → SGD → CHF,-0.0001169649554739749,1.0001169717961411,2025-01-01 21:37:00,2025-01-01
CAD → HKD → SGD → USD → CAD,-0.0003683501983372528,1.000368418047602,2025-01-01 21:38:00,2025-01-01
CHF → SGD → CHF,-0.0003265949554676628,1.0003266482934066,2025-01-01 21:39:00,2025-01-01
CAD → HKD → USD → CAD,-0.0009952501193851715,1.000995745545129,2025-01-01 21:40:00,2025-01-01
CAD → HKD → USD → CAD,-0.0005901892434499456,1.0005903634393893,2025-01-01 21:41:00,2025-01-01
