date,num_cycles,avg_cycle_profit,max_cycle_profit
2026-06-01,422,1.0000422796087975,1.0004458646057812
2026-06-02,386,1.000036841360275,1.0005025608614329
2026-06-03,467,1.0000437112386862,1.00157035787036
2026-06-04,991,1.0000506624094854,1.0007441977942797
2026-06-05,440,1.0000355217921366,1.0008392879999992
2026-06-07,16,1.000190896323478,1.0027532622802782
